Property Type,Area,Region,Complex Name,Year,Home Type,Price
3-комнатная квартира,127.95 м²,"Астана, Есильский р-н",Prime,2024,монолитный,68581200
2-комнатная квартира,48.52 м²,"Астана, Есильский р-н",Capital Park. Light,2024,монолитный,31780600
3-комнатная квартира,70.77 м²,"Астана, Есильский р-н",MoD.Comfort,2024,монолитный,33580365
3-комнатная квартира,67.44 м²,"Астана, Есильский р-н",Jetisu.Kerbez,2024,монолитный,26571360
3-комнатная квартира,106.53 м²,"Астана, Есильский р-н",Talmas,2024,монолитный,54330300
3-комнатная квартира,92.82 м²,"Астана, Есильский р-н",AIQYN,2024,монолитный,48000000
3-комнатная квартира,113.29 м²,"Астана, Есильский р-н",GreenLine.Tokyo,2024,монолитный,59930410
3-комнатная квартира,99.92 м²,"Астана, Есильский р-н",GreenLine.Tokyo,2024,монолитный,54256560
2-комнатная квартира,63.41 м²,"Астана, Алматы р-н",Imran,2024,монолитный,20291200
2-комнатная квартира,65.94 м²,"Астана, Сарыарка р-н",Столичный 2,2024,монолитный,26040000
1-комнатная квартира,37.7 м²,"Астана, Сарыарка р-н",KHAN RESIDENCE,2024,монолитный,12252500
3-комнатная квартира,82.02 м²,"Астана, Алматы р-н",Sardar city,2024,монолитный,29527200
1-комнатная квартира,28.1 м²,"Астана, Сарыарка р-н",KHAN RESIDENCE,2024,монолитный,9132500
1-комнатная квартира,41.1 м²,"Астана, Сарыарка р-н",Столичный 2,2024,монолитный,16842000
2-комнатная квартира,52.76 м²,"Астана, Алматы р-н",Imran,2024,монолитный,16883200
2-комнатная квартира,60.31 м²,"Астана, Алматы р-н",Sardar city,2024,монолитный,19902300
2-комнатная квартира,51.56 м²,"Астана, Алматы р-н",Imran,2024,монолитный,16499200
2-комнатная квартира,64.1 м²,"Астана, Алматы р-н",Argymaq,2024,монолитный,29899445
1-комнатная квартира,40 м²,"Астана, Алматы р-н",Imran,2024,монолитный,13000000
2-комнатная квартира,50.1 м²,"Астана, Алматы р-н",Argymaq,2024,монолитный,21179775
3-комнатная квартира,79.05 м²,"Астана, Сарыарка р-н",Столичный 2,2024,монолитный,31120000
1-комнатная квартира,40.89 м²,"Астана, Алматы р-н",Sardar city,2024,монолитный,13902600
3-комнатная квартира,89.42 м²,"Астана, Алматы р-н",Imran,2024,монолитный,28614400
2-комнатная квартира,47.83 м²,"Астана, Алматы р-н",Sardar city,2024,монолитный,15783900
3-комнатная квартира,88.62 м²,"Астана, Алматы р-н",Imran,2024,монолитный,28358400
3-комнатная квартира,85.39 м²,"Астана, Алматы р-н",Imran,2024,монолитный,27324800
1-комнатная квартира,32.1 м²,"Астана, Сарыарка р-н",KHAN RESIDENCE,2024,монолитный,10432500
1-комнатная квартира,40.6 м²,"Астана, Алматы р-н",Argymaq,2024,монолитный,18320750
3-комнатная квартира,84.33 м²,"Астана, Алматы р-н",Imran,2024,монолитный,26985600
1-комнатная квартира,33.1 м²,"Астана, Алматы р-н",Atamura,2024,монолитный,11916000
3-комнатная квартира,91.5 м²,"Астана, Алматы р-н",Argymaq,2024,монолитный,38681625
2-комнатная квартира,67.24 м²,"Астана, Алматы р-н",Imran,2024,монолитный,21516800
2-комнатная квартира,50.6 м²,"Астана, Алматы р-н",Argymaq,2024,монолитный,21391150
2-комнатная квартира,61 м²,"Астана, Алматы р-н",Sardar city,2024,монолитный,20130000
2-комнатная квартира,63.5 м²,"Астана, Алматы р-н",Sardar city,2024,монолитный,20955000
1-комнатная квартира,38.2 м²,"Астана, Алматы р-н",Argymaq,2024,монолитный,18507900
3-комнатная квартира,79.05 м²,"Астана, Сарыарка р-н",Столичный 2,2024,монолитный,31620000
1-комнатная квартира,44.5 м²,"Астана, Нура р-н",Eva,2024,кирпичный,22250000
2-комнатная квартира,55.4 м²,"Астана, Есильский р-н",River City,2024,кирпичный,24930000
1-комнатная квартира,41.22 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,11541600
3-комнатная квартира,95.87 м²,"Астана, Есильский р-н",Aisar,2024,кирпичный,40553010
2-комнатная квартира,55.61 м²,"Астана, Нура р-н",Green Town,2024,кирпичный,26414750
2-комнатная квартира,63.61 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,26649410
1-комнатная квартира,41.38 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,19655500
1-комнатная квартира,42.19 м²,"Астана, Есильский р-н",Aisar,2024,кирпичный,21263760
1-комнатная квартира,38.39 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,18235250
3-комнатная квартира,75.85 м²,"Астана, Нура р-н",Green Town,2024,кирпичный,36028750
4-комнатная квартира,118.94 м²,"Астана, Нура р-н",Eva,2024,кирпичный,59470000
3-комнатная квартира,86.58 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,22510800
3-комнатная квартира,97.01 м²,"Астана, Есильский р-н",River City,2024,кирпичный,40744200
2-комнатная квартира,62.72 м²,"Астана, Нура р-н",Eva,2024,кирпичный,31360000
2-комнатная квартира,55.41 м²,"Астана, Нура р-н",Green Town,2024,кирпичный,22441050
3-комнатная квартира,85.99 м²,"Астана, Нура р-н",Eva,2024,кирпичный,42995000
2-комнатная квартира,51.43 м²,"Астана, Есильский р-н",Aisar,2024,кирпичный,25869290
4-комнатная квартира,110.62 м²,"Астана, Есильский р-н",River City,2024,кирпичный,55310000
2-комнатная квартира,71.2 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,19224000
2-комнатная квартира,66.7 м²,"Астана, Есильский р-н",AVIATOR ll,2024,кирпичный,19500000
2-комнатная квартира,58.69 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,25803645
1-комнатная квартира,36.04 м²,"Астана, Нура р-н",Green Town,2024,кирпичный,17119000
2-комнатная квартира,63.46 м²,"Астана, Алматы р-н",BURABAY-2,2024,кирпичный,20304000
2-комнатная квартира,74.56 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,20131200
2-комнатная квартира,60.12 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,25187274
1-комнатная квартира,44.06 м²,"Астана, Есильский р-н",Aisar,2024,кирпичный,20972560
2-комнатная квартира,61.52 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,16610400
2-комнатная квартира,62.05 м²,"Астана, Алматы р-н",BURABAY-2,2024,кирпичный,19856000
3-комнатная квартира,83.71 м²,"Астана, Нура р-н",Green Town,2024,кирпичный,33484000
2-комнатная квартира,54.07 м²,"Астана, Нура р-н",Eva,2024,кирпичный,27035000
1-комнатная квартира,44.01 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,19805160
1-комнатная квартира,42.37 м²,"Астана, Есильский р-н",Aisar,2024,кирпичный,19935085
1-комнатная квартира,29.75 м²,"Астана, Нура р-н",Астана,2024,кирпичный,6247500
2-комнатная квартира,59.71 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,25015505
2-комнатная квартира,58.3 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,15741000
2-комнатная квартира,59.57 м²,"Астана, Нура р-н",Eva,2024,кирпичный,29785000
3-комнатная квартира,90.6 м²,"Астана, Есильский р-н",Washington,2024,кирпичный,31500000
1-комнатная квартира,47.18 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,13210400
4-комнатная квартира,126.96 м²,"Астана, Есильский р-н",Aisar,2024,кирпичный,55481520
1-комнатная квартира,37.76 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,16601562
1-комнатная квартира,46.93 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,13140400
1-комнатная квартира,41.2 м²,"Астана, Нура р-н",Eva,2024,кирпичный,20600000
3-комнатная квартира,95.53 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,41837364
1-комнатная квартира,40.44 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,17779850
1-комнатная квартира,39.13 м²,"Астана, Нура р-н",Eva,2024,кирпичный,19565000
1-комнатная квартира,43.73 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,12244400
3-комнатная квартира,97.93 м²,"Астана, Есильский р-н",Aisar,2024,кирпичный,39074070
2-комнатная квартира,62 м²,"Астана, Есильский р-н",Zhana Alem,2024,кирпичный,38500000
2-комнатная квартира,64 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,17280000
3-комнатная квартира,86.96 м²,"Астана, Нура р-н",Green Town,2024,кирпичный,41306000
2-комнатная квартира,61.95 м²,"Астана, Нура р-н",Eva,2024,кирпичный,30975000
2-комнатная квартира,71.75 м²,"Астана, Есильский р-н",Aisar,2024,кирпичный,33005000
1-комнатная квартира,55.86 м²,"Астана, Алматы р-н",Yrys,2024,кирпичный,15640800
1-комнатная квартира,45.5 м²,"Астана, Нура р-н",Eva,2024,кирпичный,22750000
3-комнатная квартира,94.27 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,41285547
3-комнатная квартира,90.97 м²,"Астана, Сарыарка р-н",Abai Joly,2024,кирпичный,39840312
1-комнатная квартира,40.8 м²,"Астана, Нура р-н",Kolsai,2024,кирпичный,16990000
3-комнатная квартира,85 м²,"Астана, Сарыарка р-н",AUEN,2024,кирпичный,41000000
2-комнатная квартира,61.5 м²,"Астана, Алматы р-н",Geneva,2024,кирпичный,25600000
1-комнатная квартира,39.8 м²,"Астана, Есильский р-н",Alatau Park,2023,кирпичный,15300000
3-комнатная квартира,85.16 м²,"Астана, Алматы р-н",Молодежный,2023,кирпичный,31509200
1-комнатная квартира,36.38 м²,"Астана, Нура р-н",Астана,2023,кирпичный,7639800
1-комнатная квартира,42.56 м²,"Астана, Есильский р-н",Honnete,2023,кирпичный,20003200
2-комнатная квартира,64.8 м²,"Астана, Алматы р-н",Молодежный,2023,кирпичный,25920000
3-комнатная квартира,84 м²,"Астана, Есильский р-н",GreenLine.Ару Кала,2023,кирпичный,40000000
2-комнатная квартира,67.26 м²,"Астана, Алматы р-н",Молодежный,2023,кирпичный,24886200
3-комнатная квартира,99.52 м²,"Астана, Есильский р-н",Honnete,2023,кирпичный,38514240
2-комнатная квартира,60.4 м²,"Астана, Нура р-н",Астана,2023,кирпичный,17516000
2-комнатная квартира,73.85 м²,"Астана, Есильский р-н",Honnete,2023,кирпичный,32124750
2-комнатная квартира,74.97 м²,"Астана, Алматы р-н",Молодежный,2023,кирпичный,27738900
1-комнатная квартира,44.06 м²,"Астана, Есильский р-н",Honnete,2023,кирпичный,20708200
2-комнатная квартира,64.2 м²,"Астана, Алматы р-н",Молодежный,2023,кирпичный,23754000
2-комнатная квартира,64.35 м²,"Астана, Алматы р-н",Молодежный,2023,кирпичный,23809500
1-комнатная квартира,33.82 м²,"Астана, Нура р-н",Sezim Qala.Senim,2023,кирпичный,21000000
4-комнатная квартира,130.66 м²,"Астана, Есильский р-н",Honnete,2023,кирпичный,62716800
3-комнатная квартира,82.05 м²,"Астана, Алматы р-н",Молодежный,2023,кирпичный,30358500
3-комнатная квартира,98.92 м²,"Астана, Есильский р-н",Honnete,2023,кирпичный,41546400
2-комнатная квартира,42 м²,"Астана, Есильский р-н",Tandau,2023,кирпичный,27500000
2-комнатная квартира,61.14 м²,"Астана, Есильский р-н",Испанский дворик,2023,кирпичный,15896400
3-комнатная квартира,90 м²,"Астана, Нура р-н",Altyn Sapa,2023,кирпичный,60000000
2-комнатная квартира,74.38 м²,"Астана, Есильский р-н",Honnete,2023,кирпичный,30123900
1-комнатная квартира,40.01 м²,"Астана, Есильский р-н",Honnete,2023,кирпичный,18804700
1-комнатная квартира,35.24 м²,"Астана, Есильский р-н",Испанский дворик,2023,кирпичный,9162400
2-комнатная квартира,53.5 м²,"Астана, Есильский р-н",Zhana Alem,2023,кирпичный,30500000
2-комнатная квартира,61.5 м²,"Астана, Есильский р-н",Люксембург,2023,кирпичный,36500000
1-комнатная квартира,37 м²,"Астана, Нура р-н",Tengri,2023,кирпичный,19700000
2-комнатная квартира,70 м²,"Астана, Алматы р-н",RAIYMBEK,2023,кирпичный,33000000
1-комнатная квартира,45 м²,"Астана, Сарыарка р-н",Акан Серы,2023,кирпичный,18000000
1-комнатная квартира,49 м²,"Астана, Есильский р-н",Family Park,2023,кирпичный,20000000
1-комнатная квартира,22.8 м²,"Астана, Алматы р-н","Баскару 2, 3, 4, 5",2023,кирпичный,12300000
1-комнатная квартира,39 м²,"Астана, Сарыарка р-н",Rio de Janeiro 3,2023,кирпичный,13200000
1-комнатная квартира,45.66 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,29700000
2-комнатная квартира,66.2 м²,"Астана, Нура р-н",Respublika,2023,монолитный,34000000
2-комнатная квартира,58.94 м²,"Астана, Нура р-н",SHYNGYS,2023,монолитный,21349000
2-комнатная квартира,56.1 м²,"Астана, Нура р-н",SHYNGYS,2023,монолитный,20609000
3-комнатная квартира,87.2 м²,"Астана, Нура р-н",Respublika,2023,монолитный,32300000
3-комнатная квартира,90.83 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,53100000
2-комнатная квартира,76 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,65500000
2-комнатная квартира,64.92 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,39900000
2-комнатная квартира,73.09 м²,"Астана, Нура р-н",SHYNGYS,2023,монолитный,24850000
2-комнатная квартира,67.79 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,41700000
1-комнатная квартира,45.9 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,29800000
1-комнатная квартира,42.3 м²,"Астана, Нура р-н",Respublika,2023,монолитный,17300000
2-комнатная квартира,57.44 м²,"Астана, Нура р-н",SHYNGYS,2023,монолитный,20683000
3-комнатная квартира,90.9 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,53200000
1-комнатная квартира,41.2 м²,"Астана, Нура р-н",Respublika,2023,монолитный,16900000
3-комнатная квартира,92.13 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,53900000
4-комнатная квартира,128.3 м²,"Астана, Нура р-н",Respublika,2023,монолитный,64800000
3-комнатная квартира,89 м²,"Астана, Нура р-н",GreenLine.Asyl Mura Jubanov,2023,монолитный,67900000
2-комнатная квартира,62.35 м²,"Астана, Нура р-н",SHYNGYS,2023,монолитный,22422000
1-комнатная квартира,48.81 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,31700000
1-комнатная квартира,42.87 м²,"Астана, Нура р-н",Four Seasons,2023,монолитный,28700000
3-комнатная квартира,81.9 м²,"Астана, Нура р-н",Respublika,2023,монолитный,41400000
3-комнатная квартира,86.4 м²,"Астана, Нура р-н",Respublika,2023,монолитный,32800000
1-комнатная квартира,39 м²,"Астана, Алматы р-н",Жулдыз,2023,монолитный,18500000
1-комнатная квартира,52.5 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,34282500
3-комнатная квартира,94.5 м²,"Астана, Алматы р-н",Austria,2023,монолитный,60007500
1-комнатная квартира,43 м²,"Астана, Алматы р-н",INJU ANSAR,2023,монолитный,19780000
4-комнатная квартира,108 м²,"Астана, Алматы р-н",Grand Victoria,2023,монолитный,48600000
2-комнатная квартира,76.92 м²,"Астана, Алматы р-н",Golden Residence,2023,монолитный,44613600
1-комнатная квартира,49.86 м²,"Астана, Алматы р-н",Sunset Avenue,2023,монолитный,29916000
4-комнатная квартира,111.98 м²,"Астана, Алматы р-н",Golden Residence,2023,монолитный,78386000
2-комнатная квартира,61.02 м²,"Астана, Алматы р-н",Sunset Avenue,2023,монолитный,32340600
3-комнатная квартира,117.8 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,78101400
2-комнатная квартира,75.2 м²,"Астана, Алматы р-н",Grand Victoria,2023,монолитный,34216000
2-комнатная квартира,66 м²,"Астана, Алматы р-н",Austria,2023,монолитный,40590000
2-комнатная квартира,60 м²,"Астана, Алматы р-н",INJU ANSAR,2023,монолитный,27180000
3-комнатная квартира,76.37 м²,"Астана, Алматы р-н",Sardar city,2023,монолитный,27493200
2-комнатная квартира,75.61 м²,"Астана, Алматы р-н",Golden Residence,2023,монолитный,43853800
1-комнатная квартира,39.83 м²,"Астана, Алматы р-н",Sunset Avenue,2023,монолитный,23898000
2-комнатная квартира,66.86 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,42790400
3-комнатная квартира,95.1 м²,"Астана, Алматы р-н",Austria,2023,монолитный,58962000
3-комнатная квартира,86 м²,"Астана, Алматы р-н",INJU ANSAR,2023,монолитный,38700000
2-комнатная квартира,67.7 м²,"Астана, Алматы р-н",Grand Victoria,2023,монолитный,30803500
3-комнатная квартира,101.54 м²,"Астана, Алматы р-н",Sunset Avenue,2023,монолитный,52800800
5-комнатная квартира,198.2 м²,"Астана, Алматы р-н",Golden Residence,2023,монолитный,138740000
2-комнатная квартира,62.55 м²,"Астана, Алматы р-н",Zauzar,2023,монолитный,23000000
2-комнатная квартира,60.53 м²,"Астана, Алматы р-н",Sardar city,2023,монолитный,19974900
2-комнатная квартира,76.7 м²,"Астана, Алматы р-н",Austria,2023,монолитный,47170500
1-комнатная квартира,44.2 м²,"Астана, Алматы р-н",Grand Victoria,2023,монолитный,21879000
3-комнатная квартира,91.64 м²,"Астана, Алматы р-н",Golden Residence,2023,монолитный,53151200
4-комнатная квартира,135.5 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,92140000
2-комнатная квартира,48 м²,"Астана, Алматы р-н",INJU ANSAR,2023,монолитный,21744000
4-комнатная квартира,126.67 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,86135600
1-комнатная квартира,45.5 м²,"Астана, Алматы р-н",INJU ANSAR,2023,монолитный,20930000
2-комнатная квартира,63 м²,"Астана, Алматы р-н",Austria,2023,монолитный,39375000
3-комнатная квартира,90.3 м²,"Астана, Алматы р-н",Grand Victoria,2023,монолитный,39732000
1-комнатная квартира,39.19 м²,"Астана, Алматы р-н",Sardar city,2023,монолитный,13324600
3-комнатная квартира,90.1 м²,"Астана, Алматы р-н",Grand Victoria,2023,монолитный,39644000
1-комнатная квартира,37.87 м²,"Астана, Алматы р-н",Sardar city,2023,монолитный,12875800
1-комнатная квартира,39.4 м²,"Астана, Алматы р-н",INJU ANSAR,2023,монолитный,18124000
2-комнатная квартира,75.8 м²,"Астана, Алматы р-н",Grand Victoria,2023,монолитный,37142000
1-комнатная квартира,54 м²,"Астана, Алматы р-н",Austria,2023,монолитный,30240000
3-комнатная квартира,124.4 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,80113600
4-комнатная квартира,182.1 м²,"Астана, Алматы р-н",Austria,2023,монолитный,124920600
3-комнатная квартира,111.8 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,71999200
1-комнатная квартира,37.69 м²,"Астана, Алматы р-н",Sardar city,2023,монолитный,12814600
2-комнатная квартира,74.3 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,47577600
3-комнатная квартира,83.6 м²,"Астана, Алматы р-н",Austria,2023,монолитный,53086000
2-комнатная квартира,57.9 м²,"Астана, Алматы р-н",Atamura,2023,монолитный,19686000
2-комнатная квартира,65.62 м²,"Астана, Алматы р-н",Sardar city,2023,монолитный,21654600
1-комнатная квартира,55.93 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,36522290
2-комнатная квартира,71 м²,"Астана, Алматы р-н",INJU ANSAR,2023,монолитный,32163000
4-комнатная квартира,127.37 м²,"Астана, Алматы р-н",Golden Residence,2023,монолитный,89159000
2-комнатная квартира,57.59 м²,"Астана, Алматы р-н",Sardar city,2023,монолитный,19004700
2-комнатная квартира,57.2 м²,"Астана, Алматы р-н",Atamura,2023,монолитный,18304000
3-комнатная квартира,69.82 м²,"Астана, Алматы р-н",Амирель,2023,монолитный,18153200
1-комнатная квартира,39.21 м²,"Астана, Алматы р-н",Sardar city,2023,монолитный,13331400
3-комнатная квартира,94 м²,"Астана, Алматы р-н",Inju Promenade,2023,монолитный,42300000
2-комнатная квартира,51 м²,"Астана, Алматы р-н",Baitas,2023,монолитный,24900000
1-комнатная квартира,32.57 м²,"Астана, Алматы р-н",Сенатор Park,2023,монолитный,11300000
2-комнатная квартира,79.8 м²,"Астана, Алматы р-н",Monaco Residence,2023,монолитный,51072000
1-комнатная квартира,32.7 м²,"Астана, Алматы р-н",Сенатор Park,2023,монолитный,13500000
3-комнатная квартира,87.56 м²,"Астана, Алматы р-н",Golden Residence,2023,монолитный,50784800
2-комнатная квартира,61.95 м²,"Астана, Алматы р-н",Sunset Avenue,2023,монолитный,34692000
1-комнатная квартира,44 м²,"Астана, Алматы р-н",Saratan,2023,монолитный,15800000
1-комнатная квартира,42.3 м²,"Астана, Есильский р-н",Sat City,2023,монолитный,21522240
1-комнатная квартира,57.04 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,34224000
1-комнатная квартира,52.8 м²,"Астана, Есильский р-н",Soho,2023,монолитный,28300800
3-комнатная квартира,102.8 м²,"Астана, Есильский р-н",Asylym,2023,монолитный,52942000
1-комнатная квартира,40.65 м²,"Астана, Есильский р-н",Besterek,2023,монолитный,18861600
2-комнатная квартира,48.55 м²,"Астана, Есильский р-н",Jetisu.Aqsu,2023,монолитный,17138150
3-комнатная квартира,102.41 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,53458020
2-комнатная квартира,80.45 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,64440450
3-комнатная квартира,150.59 м²,"Астана, Есильский р-н",Royal Expo Apartments,2023,монолитный,100895300
2-комнатная квартира,74.3 м²,"Астана, Есильский р-н",Бухар Жырау,2023,монолитный,31206000
2-комнатная квартира,86.5 м²,"Астана, Есильский р-н",Asylym Park 1,2023,монолитный,46277500
2-комнатная квартира,48.65 м²,"Астана, Есильский р-н",MoD.Standart,2023,монолитный,22476300
1-комнатная квартира,35 м²,"Астана, Есильский р-н",MoD.Standart,2023,монолитный,15999999
2-комнатная квартира,74.2 м²,"Астана, Есильский р-н",Бухар Жырау,2023,монолитный,31164000
1-комнатная квартира,43.95 м²,"Астана, Есильский р-н",Besterek,2023,монолитный,23838480
3-комнатная квартира,90.5 м²,"Астана, Есильский р-н",Grand Turan,2023,монолитный,48146000
2-комнатная квартира,57.98 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,32294860
5-комнатная квартира,180.47 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,156828430
3-комнатная квартира,84.33 м²,"Астана, Есильский р-н",MoD.Standart,2023,монолитный,32214060
2-комнатная квартира,73.5 м²,"Астана, Есильский р-н",Бухар Жырау,2023,монолитный,46000710
1-комнатная квартира,40 м²,"Астана, Есильский р-н",Besterek,2023,монолитный,23700000
4-комнатная квартира,182.3 м²,"Астана, Есильский р-н",Asylym Park 1,2023,монолитный,90785400
3-комнатная квартира,159.75 м²,"Астана, Есильский р-н",Royal Expo Apartments,2023,монолитный,110227500
3-комнатная квартира,96.9 м²,"Астана, Есильский р-н",Soho,2023,монолитный,53779500
3-комнатная квартира,100.11 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,60066000
1-комнатная квартира,40.1 м²,"Астана, Есильский р-н",Sat City,2023,монолитный,20402880
3-комнатная квартира,144.09 м²,"Астана, Есильский р-н",Royal Expo Apartments,2023,монолитный,99422100
3-комнатная квартира,98.2 м²,"Астана, Есильский р-н",Бухар Жырау,2023,монолитный,41244000
3-комнатная квартира,99.38 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,57640400
2-комнатная квартира,75.2 м²,"Астана, Есильский р-н",Soho,2023,монолитный,37600000
1-комнатная квартира,48 м²,"Астана, Есильский р-н",Hazar,2023,монолитный,20160000
3-комнатная квартира,75.51 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,42814170
4-комнатная квартира,157.83 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,125474850
2-комнатная квартира,74.5 м²,"Астана, Есильский р-н",Asylym,2023,монолитный,38740000
1-комнатная квартира,51.08 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,21836700
4-комнатная квартира,167.04 м²,"Астана, Есильский р-н",Royal Expo Apartments,2023,монолитный,111916800
2-комнатная квартира,79.4 м²,"Астана, Есильский р-н",Бухар Жырау,2023,монолитный,33348000
4-комнатная квартира,172.1 м²,"Астана, Есильский р-н",Asylym Park 1,2023,монолитный,85705800
3-комнатная квартира,133.27 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,107149080
2-комнатная квартира,78.78 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,48370920
2-комнатная квартира,65.9 м²,"Астана, Есильский р-н",Soho,2023,монолитный,32950000
1-комнатная квартира,42.61 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,20644545
3-комнатная квартира,89.2 м²,"Астана, Есильский р-н",Asylym Park 1,2023,монолитный,47276000
2-комнатная квартира,74.64 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,45828960
2-комнатная квартира,53.15 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,31464800
2-комнатная квартира,48.37 м²,"Астана, Есильский р-н",Besterek,2023,монолитный,26835676
3-комнатная квартира,129.73 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,96519120
2-комнатная квартира,72.11 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,44275540
1-комнатная квартира,40.65 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,20081100
1-комнатная квартира,52.2 м²,"Астана, Есильский р-н",Soho,2023,монолитный,27979200
1-комнатная квартира,41.34 м²,"Астана, Есильский р-н",MoD.Standart,2023,монолитный,16908060
1-комнатная квартира,34.36 м²,"Астана, Есильский р-н",MoD.Standart,2023,монолитный,17420520
2-комнатная квартира,61.89 м²,"Астана, Есильский р-н",Besterek,2023,монолитный,30179280
1-комнатная квартира,34.55 м²,"Астана, Есильский р-н",Jetisu.Aqsu,2023,монолитный,13163550
1-комнатная квартира,43.54 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,23424520
1-комнатная квартира,41.72 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,18231640
2-комнатная квартира,95.61 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,74002140
2-комнатная квартира,52.7 м²,"Астана, Есильский р-н",MoD.Standart,2023,монолитный,24242000
2-комнатная квартира,68.76 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,42218640
1-комнатная квартира,51.7 м²,"Астана, Есильский р-н",Soho,2023,монолитный,27711200
3-комнатная квартира,81.32 м²,"Астана, Есильский р-н",Besterek,2023,монолитный,40407720
4-комнатная квартира,130.48 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,77113680
3-комнатная квартира,85.15 м²,"Астана, Есильский р-н",Jetisu.Aqsu,2023,монолитный,29121300
1-комнатная квартира,52.1 м²,"Астана, Есильский р-н",Soho,2023,монолитный,27925600
2-комнатная квартира,64.4 м²,"Астана, Есильский р-н",Asylym Park 1,2023,монолитный,34454000
1-комнатная квартира,39.4 м²,"Астана, Есильский р-н",Sat City,2023,монолитный,20046720
2-комнатная квартира,70.26 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,43139640
1-комнатная квартира,45.4 м²,"Астана, Есильский р-н",Asylym Park 1,2023,монолитный,24970000
4-комнатная квартира,120.16 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,57646760
1-комнатная квартира,44.91 м²,"Астана, Есильский р-н",Aiva,2023,монолитный,17964000
1-комнатная квартира,53.85 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,34464000
4-комнатная квартира,115.7 м²,"Астана, Есильский р-н",Sat City,2023,монолитный,44289960
4-комнатная квартира,124.8 м²,"Астана, Есильский р-н",Grand Turan,2023,монолитный,65270400
