Property Type,Area,Region,Complex Name,Year,Home Type,Price
2-комнатная квартира,48.75 м²,"Астана, Есильский р-н",Jetisu.Aqsu,2023,монолитный,16965000
3-комнатная квартира,108.79 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,54068630
3-комнатная квартира,80.66 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,63479420
1-комнатная квартира,41.8 м²,"Астана, Есильский р-н",Sat City,2023,монолитный,21267840
3-комнатная квартира,97.79 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,41145142
1-комнатная квартира,38 м²,"Астана, Есильский р-н",Gamma,2023,монолитный,24500000
3-комнатная квартира,99.41 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,41081182
2-комнатная квартира,57.1 м²,"Астана, Есильский р-н",GreenLine.Tokyo,2023,монолитный,35744600
2-комнатная квартира,52.63 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,44735500
2-комнатная квартира,96.63 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,50924010
2-комнатная квартира,73.58 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,57245240
2-комнатная квартира,88.66 м²,"Астана, Есильский р-н",Landmark,2023,монолитный,52752700
3-комнатная квартира,91.04 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,38919600
5-комнатная квартира,191.91 м²,"Астана, Есильский р-н",Garden View,2023,монолитный,136256100
1-комнатная квартира,36.4 м²,"Астана, Есильский р-н",Syganak,2023,монолитный,16500000
3-комнатная квартира,95.23 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,35735057
2-комнатная квартира,69.87 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,37520190
2-комнатная квартира,69.78 м²,"Астана, Есильский р-н",Athletic City,2023,монолитный,29656500
1-комнатная квартира,43 м²,"Астана, Есильский р-н",Capital Park. Flowers,2023,монолитный,21900000
1-комнатная квартира,47.4 м²,"Астана, Есильский р-н",Hazar,2023,монолитный,23500000
2-комнатная квартира,52 м²,"Астана, Есильский р-н",Atlant,2023,монолитный,39500000
2-комнатная квартира,49.42 м²,"Астана, Есильский р-н",MoD.Standart,2023,монолитный,20706980
2-комнатная квартира,74.2 м²,"Астана, Есильский р-н",Sat City,2023,монолитный,33835200
2-комнатная квартира,73.9 м²,"Астана, Есильский р-н",Asylym Park 1,2023,монолитный,39536500
3-комнатная квартира,161.6 м²,"Астана, Есильский р-н",Royal Expo Apartments,2023,монолитный,111504000
3-комнатная квартира,104.69 м²,"Астана, Есильский р-н",GreenLine.Aqua Business,2023,монолитный,55695080
1-комнатная квартира,39.4 м²,"Астана, Алматы р-н",Жулдыз,2022,монолитный,13790000
3-комнатная квартира,73.6 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,28704000
2-комнатная квартира,65.64 м²,"Астана, Алматы р-н",Muz Tau,2025,монолитный,22974000
1-комнатная квартира,30 м²,"Астана, Алматы р-н",Алтын Отау,2020,монолитный,11900000
2-комнатная квартира,57.81 м²,"Астана, Алматы р-н",Muz Tau,2025,монолитный,20233500
2-комнатная квартира,51 м²,"Астана, Алматы р-н",Жулдыз,2022,монолитный,17850000
2-комнатная квартира,65.53 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,26867300
3-комнатная квартира,77 м²,"Астана, Алматы р-н",Бастау,2019,монолитный,35000000
3-комнатная квартира,83.36 м²,"Астана, Алматы р-н",Muz Tau,2025,монолитный,29176000
2-комнатная квартира,61.9 м²,"Астана, Алматы р-н",Жулдыз,2022,монолитный,21665000
3-комнатная квартира,86.73 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,33824700
4-комнатная квартира,116 м²,"Астана, Алматы р-н",Бейбарыс,2020,монолитный,70000000
3-комнатная квартира,101.5 м²,"Астана, Алматы р-н",Алтын Гасыр,2009,иное,39000000
1-комнатная квартира,35 м²,"Астана, Алматы р-н",Достар-3,2012,монолитный,16200000
1-комнатная квартира,38.2 м²,"Астана, Алматы р-н",Достар-1,2008,кирпичный,15500000
3-комнатная квартира,71.1 м²,"Астана, Алматы р-н",Томирис,2020,монолитный,29500000
2-комнатная квартира,69.42 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,28462200
3-комнатная квартира,130 м²,"Астана, Алматы р-н",Хайвил Астана,2016,монолитный,78000000
2-комнатная квартира,67.56 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,27699600
2-комнатная квартира,67.1 м²,"Астана, Алматы р-н",Астана Меруерт,2017,монолитный,26900000
4-комнатная квартира,106 м²,"Астана, Алматы р-н",England,2017,кирпичный,79900000
2-комнатная квартира,64 м²,"Астана, Алматы р-н",Rahmet,2022,монолитный,26500000
2-комнатная квартира,59.29 м²,"Астана, Алматы р-н",Muz Tau,2025,монолитный,20751500
2-комнатная квартира,63 м²,"Астана, Алматы р-н",Евразия,2008,кирпичный,27000000
2-комнатная квартира,64.94 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,26625400
1-комнатная квартира,54.9 м²,"Астана, Алматы р-н",Austria,2022,монолитный,30195000
2-комнатная квартира,64.27 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,26350700
3-комнатная квартира,72.88 м²,"Астана, Алматы р-н",Muz Tau,2025,монолитный,25508000
2-комнатная квартира,48.3 м²,"Астана, Алматы р-н",Сенатор,2018,монолитный,25500000
2-комнатная квартира,55 м²,"Астана, Алматы р-н",Qazaq Eli Sairam,2022,кирпичный,25490000
2-комнатная квартира,48.21 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,19766100
2-комнатная квартира,48.53 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,19897300
2-комнатная квартира,51.59 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,21151900
2-комнатная квартира,44.33 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,18175300
2-комнатная квартира,61.3 м²,"Астана, Алматы р-н",Мирас,2006,иное,28500000
1-комнатная квартира,43.67 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,18123050
1-комнатная квартира,42.98 м²,"Астана, Алматы р-н",Dauletti Qalashyq,2025,монолитный,17621800
2-комнатная квартира,97.7 м²,"Астана, Алматы р-н",Мунар,2014,монолитный,30000000
4-комнатная квартира,166 м²,"Астана, Алматы р-н",Французский Квартал,2017,монолитный,76500000
1-комнатная квартира,20.1 м²,"Астана, Алматы р-н",Солнечный город,2011,монолитный,9600000
5-комнатная квартира,250 м²,"Астана, Алматы р-н",Хайвил Астана,2015,монолитный,175000000
2-комнатная квартира,62.2 м²,"Астана, Алматы р-н",НИПИ,2010,кирпичный,19990000
2-комнатная квартира,87 м²,"Астана, Алматы р-н",Аулие-Ата,2018,монолитный,44900000
2-комнатная квартира,48.1 м²,"Астана, Алматы р-н",Жануя,2014,монолитный,17500000
3-комнатная квартира,90 м²,"Астана, Алматы р-н",Сказочный мир,2010,кирпичный,44000000
1-комнатная квартира,25 м²,"Астана, Алматы р-н",Биик Шанырак,2019,монолитный,12000000
1-комнатная квартира,36.7 м²,"Астана, Алматы р-н",Кулан,2010,кирпичный,16999900
2-комнатная квартира,87 м²,"Астана, Алматы р-н",Гранд Астана Элит,2012,монолитный,38000000
2-комнатная квартира,51 м²,"Астана, Алматы р-н",Достар-3,2012,кирпичный,26000000
2-комнатная квартира,52 м²,"Астана, Алматы р-н",Highvill Ishim C,2021,монолитный,37900000
1-комнатная квартира,45 м²,"Астана, Алматы р-н",Bravo Family,2022,монолитный,25000000
4-комнатная квартира,140 м²,"Астана, Алматы р-н",Английский квартал,2014,монолитный,105000000
3-комнатная квартира,93 м²,"Астана, Алматы р-н",Саулет,2010,кирпичный,37500000
2-комнатная квартира,52 м²,"Астана, Алматы р-н",Достар-2,2011,кирпичный,18800000
2-комнатная квартира,78 м²,"Астана, Алматы р-н",Французский Квартал,2017,монолитный,37000000
2-комнатная квартира,38 м²,"Астана, Алматы р-н","Баскару 2, 3, 4, 5",2022,кирпичный,14500000
2-комнатная квартира,103 м²,"Астана, Алматы р-н",Теремок,2017,монолитный,36000000
2-комнатная квартира,65 м²,"Астана, Алматы р-н",Австрийский квартал,2019,монолитный,48500000
1-комнатная квартира,21 м²,"Астана, Алматы р-н",Восток,2022,кирпичный,9700000
3-комнатная квартира,85 м²,"Астана, Нура р-н",Sat City,2022,монолитный,45999999
2-комнатная квартира,49.07 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,24044300
3-комнатная квартира,80.3 м²,"Астана, Нура р-н",Dauir,2025,кирпичный,32120000
1-комнатная квартира,45.2 м²,"Астана, Нура р-н",Aruna City,2022,монолитный,19888000
1-комнатная квартира,55 м²,"Астана, Сарыарка р-н",Махаббат-2,2010,монолитный,18999990
2-комнатная квартира,69.61 м²,"Астана, Нура р-н",Aruna City,2022,монолитный,29236200
2-комнатная квартира,63 м²,"Астана, Нура р-н",Q-Life,2022,монолитный,32500000
4-комнатная квартира,128.56 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,56823520
2-комнатная квартира,56 м²,"Астана, Нура р-н",Астана,2022,кирпичный,16240000
1-комнатная квартира,30.57 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,17547180
3-комнатная квартира,89 м²,"Астана, Нура р-н",Аркада,2020,кирпичный,58000000
3-комнатная квартира,72 м²,"Астана, Нура р-н",Экодом,2019,кирпичный,31000000
1-комнатная квартира,40 м²,"Астана, Сарыарка р-н",Целиноград 4,2022,монолитный,15600000
2-комнатная квартира,46.17 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,24931800
1-комнатная квартира,33.5 м²,"Астана, Сарыарка р-н",Успех,2006,панельный,17000000
1-комнатная квартира,45 м²,"Астана, Нура р-н",Aruna City,2022,монолитный,19800000
3-комнатная квартира,78.43 м²,"Астана, Нура р-н",Dauir,2025,кирпичный,31372000
4-комнатная квартира,132 м²,"Астана, Сарыарка р-н",Целиноград 4,2022,монолитный,51480000
2-комнатная квартира,71.17 м²,"Астана, Нура р-н",Aruna City,2022,монолитный,29891400
1-комнатная квартира,43 м²,"Астана, р-н Байконур",Кампус,2014,кирпичный,18400000
2-комнатная квартира,69 м²,"Астана, Сарыарка р-н",Целиноград 4,2022,монолитный,26910000
3-комнатная квартира,93 м²,"Астана, Сарыарка р-н",Целиноград 4,2022,монолитный,36270000
1-комнатная квартира,54.86 м²,"Астана, Нура р-н",Aruna City,2022,монолитный,24138400
3-комнатная квартира,87.3 м²,"Астана, Нура р-н",SOUL PARK,2022,монолитный,52700000
1-комнатная квартира,50.8 м²,"Астана, Нура р-н",GreenLine.BI City Seoul,2018,монолитный,30200000
5-комнатная квартира,123.7 м²,"Астана, Нура р-н",GreenLine.Ару Кала,2022,кирпичный,100000000
3-комнатная квартира,89.89 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,42697750
1-комнатная квартира,36 м²,"Астана, Нура р-н",Sat City,2022,монолитный,18900000
3-комнатная квартира,78.09 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,40606800
3-комнатная квартира,78.04 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,39020000
1-комнатная квартира,37 м²,"Астана, Сарыарка р-н",Жети Жол,2020,кирпичный,13799999
3-комнатная квартира,80.88 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,35587200
2-комнатная квартира,79 м²,"Астана, Сарыарка р-н",Сана,2006,монолитный,34500000
3-комнатная квартира,55.6 м²,"Астана, Нура р-н",Aq-Didar,2022,монолитный,27400000
3-комнатная квартира,63 м²,"Астана, Нура р-н",Anisa,2022,монолитный,35500000
1-комнатная квартира,44 м²,"Астана, Сарыарка р-н",Ельтай,2009,кирпичный,24000000
1-комнатная квартира,44.7 м²,"Астана, Сарыарка р-н",Эмират,2016,монолитный,22500000
5-комнатная квартира,200 м²,"Астана, р-н Байконур",Мерей Интерконти,2007,монолитный,89999999
1-комнатная квартира,36 м²,"Астана, Сарыарка р-н",Жети Жол,2020,кирпичный,12999999
1-комнатная квартира,36.5 м²,"Астана, Нура р-н",Amsterdam,2019,кирпичный,20500000
2-комнатная квартира,60 м²,"Астана, Нура р-н",Меркурий 2,2017,кирпичный,23200000
1-комнатная квартира,34 м²,"Астана, Нура р-н",Dastur,2022,монолитный,21300000
2-комнатная квартира,62 м²,"Астана, Сарыарка р-н",Аль-Арка,2011,кирпичный,19000000
1-комнатная квартира,39 м²,"Астана, р-н Байконур",Эверест,2009,кирпичный,16700000
1-комнатная квартира,39 м²,"Астана, р-н Байконур",Жастар-3,2008,кирпичный,16800000
1-комнатная квартира,48 м²,"Астана, Нура р-н",Sport Towers,2021,монолитный,28000000
1-комнатная квартира,38.94 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,23714460
3-комнатная квартира,68.8 м²,"Астана, Есильский р-н",Gold Land,2022,монолитный,25456000
3-комнатная квартира,101.27 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,53265390
1-комнатная квартира,35.74 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,9292400
3-комнатная квартира,89 м²,"Астана, Есильский р-н",Жагалау 3,2016,кирпичный,40400000
2-комнатная квартира,64.6 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,35853000
2-комнатная квартира,55 м²,"Астана, Есильский р-н",Градокомплекс,2012,монолитный,29000000
1-комнатная квартира,39 м²,"Астана, Есильский р-н",Nova City,2018,панельный,18700000
3-комнатная квартира,120.4 м²,"Астана, Есильский р-н",Gold Land,2022,монолитный,44200000
1-комнатная квартира,34.65 м²,"Астана, Есильский р-н",Jetisu.Aqsu,2022,монолитный,14968800
3-комнатная квартира,106.39 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,57450600
4-комнатная квартира,97.44 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,25334400
2-комнатная квартира,64.8 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,35964000
2-комнатная квартира,48.69 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,12659400
3-комнатная квартира,111 м²,"Астана, Есильский р-н",Argento,2022,монолитный,79000000
2-комнатная квартира,82.22 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,44809900
3-комнатная квартира,131 м²,"Астана, Есильский р-н",Нурсая,2009,монолитный,69900000
1-комнатная квартира,40.5 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,10530000
3-комнатная квартира,130 м²,"Астана, Есильский р-н",Нурсая,2009,монолитный,71000000
5-комнатная квартира,150 м²,"Астана, Есильский р-н",Smart House,2018,кирпичный,87000000
2-комнатная квартира,41.65 м²,"Астана, Есильский р-н",Jetisu.Aqsu,2022,монолитный,15535450
2-комнатная квартира,49.1 м²,"Астана, Есильский р-н",Градокомплекс,2011,монолитный,23800000
3-комнатная квартира,75.13 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,43500270
2-комнатная квартира,54 м²,"Астана, Есильский р-н",Табысты,2019,монолитный,22000000
5-комнатная квартира,180 м²,"Астана, Есильский р-н",Luxury Home,2020,кирпичный,170000000
1-комнатная квартира,34.99 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,9097400
2-комнатная квартира,64.09 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,35569950
4-комнатная квартира,105 м²,"Астана, Есильский р-н",Венский квартал,2018,кирпичный,75000000
1-комнатная квартира,42.25 м²,"Астана, Есильский р-н",Jetisu.Aqsu,2022,монолитный,15041000
4-комнатная квартира,108.58 м²,"Астана, Есильский р-н",Grand Turan,2025,монолитный,52335560
3-комнатная квартира,73.9 м²,"Астана, Есильский р-н",Gold Land,2022,монолитный,27343000
4-комнатная квартира,115 м²,"Астана, Есильский р-н",HOLLAND,2020,монолитный,82900000
4-комнатная квартира,138.28 м²,"Астана, Есильский р-н",Grand Turan,2025,монолитный,64991600
2-комнатная квартира,67.01 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,39133840
2-комнатная квартира,76 м²,"Астана, Есильский р-н",GreenLine.Зеленый квартал,2018,монолитный,52000000
4-комнатная квартира,132.8 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,67064000
1-комнатная квартира,32.81 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,8530600
2-комнатная квартира,71.8 м²,"Астана, Есильский р-н",Gold Land,2022,монолитный,26566000
1-комнатная квартира,44 м²,"Астана, Есильский р-н",Авиценна,2007,монолитный,25900000
3-комнатная квартира,69.3 м²,"Астана, Есильский р-н",Gold Land,2022,монолитный,25495000
2-комнатная квартира,53.65 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,33745850
3-комнатная квартира,78 м²,"Астана, Есильский р-н",Кулагер 2,2018,кирпичный,28499999
3-комнатная квартира,82.6 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,21476000
3-комнатная квартира,85 м²,"Астана, Есильский р-н",Comfort Town,2015,кирпичный,49000000
3-комнатная квартира,109.7 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,54959700
3-комнатная квартира,111 м²,"Астана, Есильский р-н",Научный,2020,монолитный,45000000
3-комнатная квартира,76.4 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,42402000
1-комнатная квартира,39.11 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,10168600
2-комнатная квартира,77.4 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,41022000
2-комнатная квартира,71.64 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,37754280
2-комнатная квартира,56.95 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,33372700
3-комнатная квартира,90 м²,"Астана, Есильский р-н",Orynbor Towers,2018,монолитный,47500000
2-комнатная квартира,78.2 м²,"Астана, Есильский р-н",Esil Riverside,2020,монолитный,78500000
1-комнатная квартира,37.5 м²,"Астана, Есильский р-н",Саржайлау,2017,монолитный,18200000
3-комнатная квартира,82.1 м²,"Астана, Есильский р-н",Queens,2019,кирпичный,58600000
1-комнатная квартира,33.17 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,8624200
4-комнатная квартира,143 м²,"Астана, Есильский р-н",Park Avenue,2019,монолитный,140000000
3-комнатная квартира,88 м²,"Астана, Есильский р-н",Queens,2019,кирпичный,59000000
1-комнатная квартира,41.88 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,25504920
4-комнатная квартира,113.3 м²,"Астана, Есильский р-н",Sat City,2021,монолитный,43400000
3-комнатная квартира,94 м²,"Астана, Есильский р-н",Nova City,2018,монолитный,50000000
2-комнатная квартира,44.94 м²,"Астана, Есильский р-н",Поколение,2021,монолитный,29952510
1-комнатная квартира,36.6 м²,"Астана, Есильский р-н",Family Town,2016,кирпичный,16000000
5-комнатная квартира,265 м²,"Астана, Есильский р-н",Triumph Avenue,2019,кирпичный,158000000
1-комнатная квартира,40 м²,"Астана, Есильский р-н",Queens,2019,кирпичный,24400000
1-комнатная квартира,40 м²,"Астана, Есильский р-н",Sezim Qala,2019,монолитный,19900000
1-комнатная квартира,56 м²,"Астана, Есильский р-н",Жагалау 3,2016,кирпичный,17900000
2-комнатная квартира,52 м²,"Астана, Есильский р-н",Arman Qala,2016,кирпичный,26999999
2-комнатная квартира,56 м²,"Астана, Есильский р-н",Aq-Didar,2018,монолитный,25400000
2-комнатная квартира,63 м²,"Астана, Есильский р-н",Алатау,2009,монолитный,27800000
4-комнатная квартира,150 м²,"Астана, Есильский р-н",Нурсая Бонита,2010,кирпичный,91000000
3-комнатная квартира,96 м²,"Астана, Есильский р-н",Arman Qala,2016,кирпичный,55000000
3-комнатная квартира,82 м²,"Астана, Есильский р-н",Arman Qala,2014,кирпичный,37800000
3-комнатная квартира,88 м²,"Астана, Есильский р-н",Жагалау 3,2016,кирпичный,34900000
2-комнатная квартира,60 м²,"Астана, Алматы р-н",View Park Family,2022,монолитный,30900000
4-комнатная квартира,111.87 м²,"Астана, Алматы р-н",Muz Tau,2025,монолитный,39154500
3-комнатная квартира,104.3 м²,"Астана, Нура р-н",Agate,2022,монолитный,44849000
3-комнатная квартира,104.41 м²,"Астана, Есильский р-н",NEXPO TREND,2025,монолитный,58574010
3-комнатная квартира,70.93 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,33691750
3-комнатная квартира,97 м²,"Астана, Алматы р-н",Хайвил Астана,2016,монолитный,69200000
5-комнатная квартира,182 м²,"Астана, Есильский р-н",Мисон,2011,монолитный,86500000
2-комнатная квартира,58.69 м²,"Астана, Есильский р-н",MARDAN,2025,кирпичный,14672500
1-комнатная квартира,48 м²,"Астана, Сарыарка р-н",Кенесары,2006,кирпичный,22999000
2-комнатная квартира,49.79 м²,"Астана, Нура р-н",GreenLine.Astra,2025,монолитный,25890000
2-комнатная квартира,56.6 м²,"Астана, Нура р-н",Астана,2022,кирпичный,16414000
2-комнатная квартира,50.35 м²,"Астана, Есильский р-н",Поколение,2022,монолитный,30713500
3-комнатная квартира,97 м²,"Астана, Нура р-н",Кулагер,2014,монолитный,43500000
4-комнатная квартира,135 м²,"Астана, Нура р-н",GreenLine.Flora,2025,монолитный,71034000
2-комнатная квартира,65.31 м²,"Астана, Нура р-н",GreenLine.Flora,2025,монолитный,35047000
3-комнатная квартира,82.11 м²,"Астана, Есильский р-н",Grand Turan,2025,монолитный,36210510
2-комнатная квартира,66.8 м²,"Астана, Есильский р-н",Sat City,2022,монолитный,30460800
